prefix,vendor,assignment_type
0060C7,AMATI COMMUNICATIONS CORP.,MA-L
00E060,SHERWOOD,MA-L
00E0BA,BERGHOF AUTOMATIONSTECHNIK GmbH,MA-L
00E021,FREEGATE CORP.,MA-L
00E05B,WEST END SYSTEMS CORP.,MA-L
00E062,HOST ENGINEERING,MA-L
00E001,STRAND LIGHTING LIMITED,MA-L
00E0D8,"LANBit Computer, Inc.",MA-L
00E01F,"AVIDIA Systems, Inc.",MA-L
00E0D0,"NETSPEED, INC.",MA-L
006073,"REDCREEK COMMUNICATIONS, INC.",MA-L
0060FD,"NetICs, Inc.",MA-L
0060FB,"PACKETEER, INC.",MA-L
00E0CE,ARN,MA-L
00E05F,"e-Net, Inc.",MA-L
00E0E7,"RAYTHEON E-SYSTEMS, INC.",MA-L
00E073,"NATIONAL AMUSEMENT NETWORK, INC.",MA-L
00E06A,KAPSCH AG,MA-L
00E03C,AdvanSys,MA-L
00E024,GADZOOX NETWORKS,MA-L
1000E8,NATIONAL SEMICONDUCTOR,MA-L
006031,HRK SYSTEMS,MA-L
0060ED,RICARDO TEST AUTOMATION LTD.,MA-L
006012,POWER COMPUTING CORPORATION,MA-L
00604D,"MMC NETWORKS, INC.",MA-L
0060DD,"MYRICOM, INC.",MA-L
0060F4,"ADVANCED COMPUTER SOLUTIONS, Inc.",MA-L
006060,Data Innovations North America,MA-L
0060F7,DATAFUSION SYSTEMS,MA-L
006020,"PIVOTAL NETWORKING, INC.",MA-L
0060C0,Nera Networks AS,MA-L
00600E,"WAVENET INTERNATIONAL, INC.",MA-L
0060A0,"SWITCHED NETWORK TECHNOLOGIES, INC.",MA-L
006017,TOKIMEC INC.,MA-L
006026,VIKING Modular Solutions,MA-L
006019,Roche Diagnostics,MA-L
006059,TECHNICAL COMMUNICATIONS CORP.,MA-L
006003,"TERAOKA WEIGH SYSTEM PTE, LTD.",MA-L
006095,"ACCU-TIME SYSTEMS, INC.",MA-L
0060CB,HITACHI ZOSEN CORPORATION,MA-L
0060C8,KUKA WELDING SYSTEMS & ROBOTS,MA-L
006023,PERICOM SEMICONDUCTOR CORP.,MA-L
006063,PSION DACOM PLC.,MA-L
006035,"DALLAS SEMICONDUCTOR, INC.",MA-L
006007,"ACRES GAMING, INC.",MA-L
006058,"COPPER MOUNTAIN COMMUNICATIONS, INC.",MA-L
00607A,DVS GMBH,MA-L
006066,LACROIX Trafic,MA-L
006077,PRISA NETWORKS,MA-L
006094,IBM Corp,MA-L
0060AB,LARSCOM INCORPORATED,MA-L
00605A,"CELCORE, INC.",MA-L
0060A3,CONTINUUM TECHNOLOGY CORP.,MA-L
00603D,3CX,MA-L
006046,"VMETRO, INC.",MA-L
00A0DA,"INTEGRATED SYSTEMS Technology, Inc.",MA-L
00A02A,TRANCELL SYSTEMS,MA-L
00A01C,NASCENT NETWORKS CORPORATION,MA-L
00A09A,NIHON KOHDEN AMERICA,MA-L
00A078,Marconi Communications,MA-L
00A0BF,WIRELESS DATA GROUP MOTOROLA,MA-L
00A05F,BTG Electronics Design BV,MA-L
00A0CD,DR. JOHANNES HEIDENHAIN GmbH,MA-L
00A02D,1394 Trade Association,MA-L
00A07C,"TONYANG NYLON CO., LTD.",MA-L
00A0E6,DIALOGIC CORPORATION,MA-L
00A04A,"NISSHIN ELECTRIC CO., LTD.",MA-L
00A035,CYLINK CORPORATION,MA-L
00A03F,COMPUTER SOCIETY MICROPROCESSOR & MICROPROCESSOR STANDARDS C,MA-L
00A03D,OPTO-22,MA-L
00A026,"TELDAT, S.A.",MA-L
00A023,"APPLIED CREATIVE TECHNOLOGY, INC.",MA-L
00A08F,"DESKNET SYSTEMS, INC.",MA-L
00A0CC,"LITE-ON COMMUNICATIONS, INC.",MA-L
00A0B7,"CORDANT, INC.",MA-L
00A056,MICROPROSS,MA-L
00A0E1,"WESTPORT RESEARCH ASSOCIATES, INC.",MA-L
00608A,CITADEL COMPUTER,MA-L
006093,VARIAN,MA-L
00A089,"XPOINT TECHNOLOGIES, INC.",MA-L
00A007,"APEXX TECHNOLOGY, INC.",MA-L
00A047,INTEGRATED FITNESS CORP.,MA-L
00A032,GES SINGAPORE PTE. LTD.,MA-L
00A014,CSIR,MA-L
00A015,WYLE,MA-L
00A06A,Verilink Corporation,MA-L
00A070,COASTCOM,MA-L
002020,"MEGATRON COMPUTER INDUSTRIES PTY, LTD.",MA-L
00201B,NORTHERN TELECOM/NETWORK,MA-L
0020C0,"PULSE ELECTRONICS, INC.",MA-L
00206F,FLOWPOINT CORPORATION,MA-L
00A018,"CREATIVE CONTROLLERS, INC.",MA-L
00A0FE,"BOSTON TECHNOLOGY, INC.",MA-L
00A0EB,"Encore Networks, Inc.",MA-L
00A07D,"SEEQ TECHNOLOGY, INC.",MA-L
00A0D9,CONVEX COMPUTER CORPORATION,MA-L
0020DE,JAPAN DIGITAL LABORAT'Y CO.LTD,MA-L
00200B,OCTAGON SYSTEMS CORP.,MA-L
002094,CUBIX CORPORATION,MA-L
0020F7,CYBERDATA CORPORATION,MA-L
0020D7,"JAPAN MINICOMPUTER SYSTEMS CO., Ltd.",MA-L
0020C3,COUNTER SOLUTIONS LTD.,MA-L
0020FB,OCTEL COMMUNICATIONS CORP.,MA-L
002047,STEINBRECHER CORP.,MA-L
0020D5,VIPA GMBH,MA-L
00201A,"MRV Communications, Inc.",MA-L
0020F2,Oracle Corporation,MA-L
0020B8,"PRIME OPTION, INC.",MA-L
002062,"SCORPION LOGIC, LTD.",MA-L
002081,TITAN ELECTRONICS,MA-L
0020D9,"PANASONIC TECHNOLOGIES, INC./MIECO-US",MA-L
00207E,"FINECOM CO., LTD.",MA-L
0020AD,LINQ SYSTEMS,MA-L
00207D,ADVANCED COMPUTER APPLICATIONS,MA-L
00202F,"ZETA COMMUNICATIONS, LTD.",MA-L
00209A,THE 3DO COMPANY,MA-L
002001,"DSP SOLUTIONS, INC.",MA-L
0020BF,AEHR TEST SYSTEMS,MA-L
00204E,"NETWORK SECURITY SYSTEMS, INC.",MA-L
0020FF,SYMMETRICAL TECHNOLOGIES,MA-L
002044,GENITECH PTY LTD,MA-L
0020A1,DOVATRON,MA-L
002070,"HYNET, LTD.",MA-L
0020BE,LAN ACCESS CORP.,MA-L
00204A,PRONET GMBH,MA-L
0020F3,RAYNET CORPORATION,MA-L
002090,"ADVANCED COMPRESSION TECHNOLOGY, INC.",MA-L
002053,"HUNTSVILLE MICROSYSTEMS, INC.",MA-L
0020CA,DIGITAL OCEAN,MA-L
002095,RIVA ELECTRONICS,MA-L
00203F,JUKI CORPORATION,MA-L
0020A9,WHITE HORSE INDUSTRIAL,MA-L
002096,Invensys,MA-L
0020EF,USC CORPORATION,MA-L
002030,ANALOG & DIGITAL SYSTEMS,MA-L
0020AC,INTERFLEX DATENSYSTEME GMBH,MA-L
0020D8,Nortel Networks,MA-L
002066,"GENERAL MAGIC, INC.",MA-L
002036,BMC SOFTWARE,MA-L
0020F8,"CARRERA COMPUTERS, INC.",MA-L
00C02F,OKUMA CORPORATION,MA-L
00C01E,LA FRANCAISE DES JEUX,MA-L
00C0E1,SONIC SOLUTIONS,MA-L
00C065,"SCOPE COMMUNICATIONS, INC.",MA-L
00C079,"FONSYS CO.,LTD.",MA-L
00406F,SYNC RESEARCH INC.,MA-L
00404F,SPACE & NAVAL WARFARE SYSTEMS,MA-L
00408F,WM-DATA MINFO AB,MA-L
0040D7,STUDIO GEN INC.,MA-L
004057,LOCKHEED - SANDERS,MA-L
004017,Silex Technology America,MA-L
00C071,"AREANEX COMMUNICATIONS, INC.",MA-L
00C0C4,COMPUTER OPERATIONAL,MA-L
00C012,NETSPAN CORPORATION,MA-L
00C0D9,QUINTE NETWORK CONFIDENTIALITY,MA-L
00C0B1,GENIUS NET CO.,MA-L
00C00F,QUANTUM SOFTWARE SYSTEMS LTD.,MA-L
00C087,"UUNET TECHNOLOGIES, INC.",MA-L
00C006,"NIPPON AVIONICS CO., LTD.",MA-L
00C0D2,"SYNTELLECT, INC.",MA-L
00C07E,KUBOTA CORPORATION ELECTRONIC,MA-L
00C0DD,QLogic Corporation,MA-L
00C01B,"SOCKET COMMUNICATIONS, INC.",MA-L
00C03F,"STORES AUTOMATED SYSTEMS, INC.",MA-L
00C036,RAYTECH ELECTRONIC CORP.,MA-L
00C040,ECCI,MA-L
00C0A4,UNIGRAF OY,MA-L
00C0FA,"CANARY COMMUNICATIONS, INC.",MA-L
00C01C,INTERLINK COMMUNICATIONS LTD.,MA-L
00C04E,COMTROL CORPORATION,MA-L
00C044,EMCOM CORPORATION,MA-L
00C0E6,Verilink Corporation,MA-L
00C042,DATALUX CORP.,MA-L
00C0A2,INTERMEDIUM A/S,MA-L
00C053,Aspect Software Inc.,MA-L
00C0CC,"TELESCIENCES CO SYSTEMS, INC.",MA-L
00C0CE,CEI SYSTEMS & ENGINEERING PTE,MA-L
00C08E,NETWORK INFORMATION TECHNOLOGY,MA-L
00C0C7,"SPARKTRUM MICROSYSTEMS, INC.",MA-L
0040F3,NETCOR,MA-L
00404B,MAPLE COMPUTER SYSTEMS,MA-L
004033,"ADDTRON TECHNOLOGY CO., LTD.",MA-L
0040AD,SMA REGELSYSTEME GMBH,MA-L
00406D,"LANCO, INC.",MA-L
0040CD,"TERA MICROSYSTEMS, INC.",MA-L
0040F5,OEM ENGINES,MA-L
004039,"OPTEC DAIICHI DENKO CO., LTD.",MA-L
004079,"JUKO MANUFACTURE COMPANY, LTD.",MA-L
004059,YOSHIDA KOGYO K. K.,MA-L
0040AE,"DELTA CONTROLS, INC.",MA-L
0040F6,KATRON COMPUTERS INC.,MA-L
00C05F,FINE-PAL COMPANY LIMITED,MA-L
0080D9,EMK Elektronik GmbH & Co. KG,MA-L
00C020,"ARCO ELECTRONIC, CONTROL LTD.",MA-L
00C0E7,FIBERDATA AB,MA-L
0040F4,"CAMEO COMMUNICATIONS, INC.",MA-L
0040B4,NEXTCOM K.K.,MA-L
0040B0,"BYTEX CORPORATION, ENGINEERING",MA-L
004086,MICHELS & KLEBERHOFF COMPUTER,MA-L
004092,"ASP COMPUTER PRODUCTS, INC.",MA-L
0040B9,MACQ ELECTRONIQUE SA,MA-L
0040BB,"GOLDSTAR CABLE CO., LTD.",MA-L
0040B1,CODONICS INC.,MA-L
00407F,FLIR Systems,MA-L
004095,R.P.T. INTERGROUPS INT'L LTD.,MA-L
004035,OPCOM,MA-L
00405C,"FUTURE SYSTEMS, INC.",MA-L
004061,"DATATECH ENTERPRISES CO., LTD.",MA-L
00008C,Alloy Computer Products (Australia) Pty Ltd,MA-L
0040C5,MICOM COMMUNICATIONS INC.,MA-L
004020,CommScope Inc,MA-L
004048,SMD INFORMATICA S.A.,MA-L
004068,EXTENDED SYSTEMS,MA-L
004078,WEARNES AUTOMATION PTE LTD,MA-L
0040F8,SYSTEMHAUS DISCOM,MA-L
004024,COMPAC INC.,MA-L
0040D2,PAGINE CORPORATION,MA-L
0040E9,"ACCORD SYSTEMS, INC.",MA-L
004003,"Emerson Process Management Power & Water Solutions, Inc.",MA-L
004090,ANSEL COMMUNICATIONS,MA-L
00407C,QUME CORPORATION,MA-L
004044,"QNIX COMPUTER CO., LTD.",MA-L
00402D,HARRIS ADACOM CORPORATION,MA-L
008081,KENDALL SQUARE RESEARCH CORP.,MA-L
00809C,"LUXCOM, INC.",MA-L
008065,CYBERGRAPHIC SYSTEMS PTY LTD.,MA-L
008019,"DAYNA COMMUNICATIONS, INC.",MA-L
008050,ZIATECH CORPORATION,MA-L
0080D2,"SHINNIHONDENKO CO., LTD.",MA-L
008089,TECNETICS (PTY) LTD.,MA-L
00806F,ONELAN LTD.,MA-L
008084,THE CLOUD INC.,MA-L
0080A6,"REPUBLIC TECHNOLOGY, INC.",MA-L
0040FC,IBR COMPUTER TECHNIK GMBH,MA-L
0040DE,Elsag Datamat spa,MA-L
0040C9,NCUBE,MA-L
0080CF,EMBEDDED PERFORMANCE INC.,MA-L
008090,"MICROTEK INTERNATIONAL, INC.",MA-L
0080C4,"DOCUMENT TECHNOLOGIES, INC.",MA-L
0040A0,"GOLDSTAR CO., LTD.",MA-L
0040DF,"DIGALOG SYSTEMS, INC.",MA-L
004009,"TACHIBANA TECTRON CO., LTD.",MA-L
008032,"ACCESS CO., LTD.",MA-L
00805B,"CONDOR SYSTEMS, INC.",MA-L
008043,"NETWORLD, INC.",MA-L
0080AF,"ALLUMER CO., LTD.",MA-L
000055,COMMISSARIAT A L`ENERGIE ATOM.,MA-L
000041,ICE CORPORATION,MA-L
000086,MEGAHERTZ CORPORATION,MA-L
000092,COGENT DATA TECHNOLOGIES,MA-L
000058,RACORE COMPUTER PRODUCTS INC.,MA-L
0080CE,BROADCAST TELEVISION SYSTEMS,MA-L
00800C,VIDECOM LIMITED,MA-L
00807D,EQUINOX SYSTEMS INC.,MA-L
008063,Hirschmann Automation and Control GmbH,MA-L
008074,FISHER CONTROLS,MA-L
008030,NEXUS ELECTRONICS,MA-L
0080C9,ALBERTA MICROELECTRONIC CENTRE,MA-L
0080EE,THOMSON CSF,MA-L
00808E,RADSTONE TECHNOLOGY,MA-L
00801A,BELL ATLANTIC,MA-L
008052,TECHNICALLY ELITE CONCEPTS,MA-L
00805D,CANSTAR,MA-L
00804F,"DAIKIN INDUSTRIES, LTD.",MA-L
008005,CACTUS COMPUTER INC.,MA-L
0080CD,"MICRONICS COMPUTER, INC.",MA-L
008003,HYTEC ELECTRONICS LTD.,MA-L
008099,Eaton Industries GmbH,MA-L
00808D,WESTCOAST TECHNOLOGY B.V.,MA-L
0080BE,ARIES RESEARCH,MA-L
008015,"SEIKO SYSTEMS, INC.",MA-L
0080A4,LIBERTY ELECTRONICS,MA-L
0080F3,SUN ELECTRONICS CORP.,MA-L
008096,"HUMAN DESIGNED SYSTEMS, INC.",MA-L
0080DA,Hottinger Brüel & Kjær A/S,MA-L
00803E,SYNERNETICS,MA-L
0080DE,GIPSI S.A.,MA-L
00806D,CENTURY SYSTEMS CORP.,MA-L
008094,ALFA LAVAL AUTOMATION AB,MA-L
008002,SATELCOM (UK) LTD,MA-L
008064,WYSE TECHNOLOGY LLC,MA-L
008048,COMPEX INCORPORATED,MA-L
008085,H-THREE SYSTEMS CORPORATION,MA-L
00804C,"CONTEC CO., LTD.",MA-L
00808F,"C. ITOH ELECTRONICS, INC.",MA-L
000052,"Intrusion.com, Inc.",MA-L
0080FF,SOC. DE TELEINFORMATIQUE RTC,MA-L
000037,OXFORD METRICS LIMITED,MA-L
0000F7,YOUTH KEEP ENTERPRISE CO LTD,MA-L
0000C7,ARIX CORPORATION,MA-L
0000D1,ADAPTEC INCORPORATED,MA-L
000016,DU PONT PIXEL SYSTEMS     .,MA-L
0000E2,ACER TECHNOLOGIES CORP.,MA-L
0000E1,GRID SYSTEMS,MA-L
000081,Bay Networks,MA-L
000029,IMC NETWORKS CORP.,MA-L
0000FB,RECHNER ZUR KOMMUNIKATION,MA-L
00000D,FIBRONICS LTD.,MA-L
00000A,OMRON TATEISI ELECTRONICS CO.,MA-L
000024,CONNECT AS,MA-L
0000CF,HAYES MICROCOMPUTER PRODUCTS,MA-L
0000EF,KTI,MA-L
000025,RAMTEK CORP.,MA-L
000067,"SOFT * RITE, INC.",MA-L
0000D2,"SBE, INC.",MA-L
0000BA,"SIIG, INC.",MA-L
08007B,SANYO ELECTRIC CO. LTD.,MA-L
08007C,VITALINK COMMUNICATIONS CORP.,MA-L
08008E,Tandem Computers,MA-L
080084,TOMEN ELECTRONICS CORP.,MA-L
080085,ELXSI,MA-L
080082,VERITAS SOFTWARE,MA-L
080080,AES DATA INC.,MA-L
00002A,TRW - SEDD/INP,MA-L
00002C,AUTOTOTE LIMITED,MA-L
0000F3,GANDALF DATA LIMITED,MA-L
0000B0,RND-RAD NETWORK DEVICES,MA-L
0000A9,NETWORK SYSTEMS CORP.,MA-L
0000DF,BELL & HOWELL PUB SYS DIV,MA-L
0000F9,QUOTRON SYSTEMS INC.,MA-L
0000AF,"Canberra Industries, Inc.",MA-L
000076,ABEKAS VIDEO SYSTEM,MA-L
080041,RACAL-MILGO INFORMATION SYS..,MA-L
080035,MICROFIVE CORPORATION,MA-L
080032,TIGAN INCORPORATED,MA-L
080077,TSL COMMUNICATIONS LTD.,MA-L
080074,CASIO COMPUTER CO. LTD.,MA-L
08006E,MASSCOMP,MA-L
080053,MIDDLE EAST TECH. UNIVERSITY,MA-L
08004C,HYDRA COMPUTER SYSTEMS INC.,MA-L
080047,SEQUENT COMPUTER SYSTEMS INC.,MA-L
08004A,BANYAN SYSTEMS INC.,MA-L
080044,DAVID SYSTEMS INC.,MA-L
080068,RIDGE COMPUTERS,MA-L
080063,PLESSEY,MA-L
080060,INDUSTRIAL NETWORKING INC.,MA-L
080055,STANFORD TELECOMM. INC.,MA-L
08000B,UNISYS CORPORATION,MA-L
00DD01,UNGERMANN-BASS INC.,MA-L
08008A,"PerfTech, Inc.",MA-L
00DD06,UNGERMANN-BASS INC.,MA-L
02BB01,OCTOTHORPE CORP.,MA-L
00003E,SIMPACT,MA-L
080015,STC BUSINESS SYSTEMS,MA-L
080042,"MACNICA, Inc.",MA-L
AA0003,DIGITAL EQUIPMENT CORPORATION,MA-L
080066,AGFA CORPORATION,MA-L
000000,XEROX CORPORATION,MA-L
F82111,HMD Global Oy,MA-L
EC9161,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L
080030,CERN,MA-L
08008D,XYVISION INC.,MA-L
00DD02,UNGERMANN-BASS INC.,MA-L
00DD04,UNGERMANN-BASS INC.,MA-L
0001C8,CONRAD CORP.,MA-L
08003F,FRED KOSCHARA ENTERPRISES,MA-L
C0D60A,Texas Instruments,MA-L
2883C9,"Apple, Inc.",MA-L
080021,3M COMPANY,MA-L
026086,LOGIC REPLACEMENT TECH. LTD.,MA-L
DCA0D0,Amazon Technologies Inc.,MA-L
F02F9E,Amazon Technologies Inc.,MA-L
403668,E&B TELECOM,MA-L
183F70,"Apple, Inc.",MA-L
A4F6E8,"Apple, Inc.",MA-L
6441E6,"Apple, Inc.",MA-L
70BB5B,"Apple, Inc.",MA-L
E8519E,Guangzhou Shiyuan Electronic Technology Company Limited,MA-L
740EA4,"Apple, Inc.",MA-L
6057C8,"Apple, Inc.",MA-L
D4413F,Gen IV Technology LLC,MA-L
44A038,"Huawei Device Co., Ltd.",MA-L
D0D7BE,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
206BF4,"Huawei Device Co., Ltd.",MA-L
E82BC5,"Huawei Device Co., Ltd.",MA-L
08276B,"Huawei Device Co., Ltd.",MA-L
3CCD73,Nebula Electronic Technology Corporation,MA-L
3C13BB,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
CC36CF,"Cisco Systems, Inc",MA-L
58D8A7,Bird Home Automation GmbH,MA-L
ECB1E0,Eltex Enterprise LTD,MA-L
B40016,INGENICO TERMINALS SAS,MA-L
C89CBB,Taicang T&W Electronics,MA-L
345EE7,"Hangzhou ChengFengErLai Digial Technology Co.,Ltd.",MA-L
54B874,"GD Midea Air-Conditioning Equipment Co.,Ltd.",MA-L
C45781,Wingtech Group (HongKong) Limited,MA-L
F4DD06,"Samsung Electronics Co.,Ltd",MA-L
101EDA,INGENICO TERMINALS SAS,MA-L
44D47F,INGENICO TERMINALS SAS,MA-L
185D6F,N3com,MA-L
6451F4,"Huawei Device Co., Ltd.",MA-L
4C60BA,AltoBeam Inc.,MA-L
486345,"Huawei Device Co., Ltd.",MA-L
709041,"Mist Systems, Inc.",MA-L
785994,"Alif Semiconductor, Inc.",MA-L
14CB49,"Habolink Technology Co.,LTD",MA-L
94A4B5,Mitsubishi Electric Corporation,MA-L
C4955F,Anhui Saida Technology Limited Liability Company,MA-L
CC1B5A,Ruckus Wireless,MA-L
3890AF,zte corporation,MA-L
1879FD,zte corporation,MA-L
64A444,Loongson Technology Corporation Limited,MA-L
7048B5,"CTS System Co., LTD.",MA-L
18314F,AIDIN ROBOTICS,MA-L
0C6743,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
F47946,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
30B851,Siemens AG,MA-L
780B8C,Private,MA-L
9433D8,"Cisco Systems, Inc",MA-L
840A9E,Nexapp Technologies Pvt Ltd,MA-L
D06B78,"Apple, Inc.",MA-L
0C53B7,"Apple, Inc.",MA-L
7CF34D,"Apple, Inc.",MA-L
000F2C,Lantronix,MA-L
FCD586,"Shenzhen SuperElectron Technology Co.,Ltd.",MA-L
0CDC91,Amazon Technologies Inc.,MA-L
981C42,LAIIER,MA-L
58350F,EM Microelectronic,MA-L
3067A1,Sagemcom Broadband SAS,MA-L
D01BF4,Sagemcom Broadband SAS,MA-L
ACA09D,Juniper Networks,MA-L
78BBC1,SERVERCOM (INDIA) PRIVATE LIMITED,MA-L
E4BC96,Versuni,MA-L
E023FF,"Fortinet, Inc.",MA-L
E8EDD6,"Fortinet, Inc.",MA-L
70BC48,"Cisco Systems, Inc",MA-L
E81CBA,"Fortinet, Inc.",MA-L
D0C730,zte corporation,MA-L
2459E5,"GD Midea Air-Conditioning Equipment Co.,Ltd.",MA-L
20C792,"Wuhan Maiwe communication Co.,Ltd",MA-L
A0BC6F,"Cisco Systems, Inc",MA-L
B08D57,"Cisco Systems, Inc",MA-L
189341,Intel Corporate,MA-L
DC4546,Intel Corporate,MA-L
94CE0F,"Huawei Device Co., Ltd.",MA-L
883F27,"Huawei Device Co., Ltd.",MA-L
24E29D,"Huawei Device Co., Ltd.",MA-L
2C2080,"Huawei Device Co., Ltd.",MA-L
CCBC2B,"Huawei Device Co., Ltd.",MA-L
C02B56,CANDID OPTRONIX PRIVATE LIMITED,MA-L
DC97BA,Intel Corporate,MA-L
A0D365,Intel Corporate,MA-L
B402F2,"Synaptics, Inc",MA-L
744DDC,"Sonim Technologies, Inc",MA-L
B8A14A,"Raisecom Technology CO., LTD",MA-L
3C6D66,NVIDIA Corporation,MA-L
74D5C6,Microchip Technologies Inc,MA-L
BC09EB,TECNO MOBILE LIMITED,MA-L
5C640F,Sage Technologies Inc.,MA-L
38A746,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",MA-L
6CE2D3,"New H3C Technologies Co., Ltd",MA-L
5C167D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
50E452,Chipsea Technologies (Shenzhen) Corp.,MA-L
A4A490,"Samsung Electronics Co.,Ltd",MA-L
B8A825,"Samsung Electronics Co.,Ltd",MA-L
CCF9F0,"Samsung Electronics Co.,Ltd",MA-L
F0A882,"shenzhen trolink  Technology Co.,Ltd",MA-L
10322C,"Murata Manufacturing Co., Ltd.",MA-L
DCC49C,"Samsung Electronics Co.,Ltd",MA-L
E4C770,"Raisecom Technology CO., LTD",MA-L
E067B3,"Shenzhen C-Data Technology Co., Ltd.",MA-L
70A56A,"Shenzhen C-Data Technology Co., Ltd.",MA-L
DC8E8D,"Netis Technology Co., Ltd.",MA-L
E4BEED,"Netis Technology Co., Ltd.",MA-L
007263,"Netis Technology Co., Ltd.",MA-L
F84288,"Apple, Inc.",MA-L
88B7EB,"Apple, Inc.",MA-L
10A2D3,"Apple, Inc.",MA-L
F44250,"Bouffalo Lab (Nanjing) Co., Ltd.",MA-L
BC62CE,"Netis Technology Co., Ltd.",MA-L
98D7E1,"Cisco Systems, Inc",MA-L
F83918,"Cisco Systems, Inc",MA-L
84B1E2,Microsoft Corporation,MA-L
FC34E2,"Shenzhen YOUHUA Technology Co., Ltd",MA-L
4C97CC,"Apple, Inc.",MA-L
34EE16,"Apple, Inc.",MA-L
48849D,Texas Instruments,MA-L
600F6B,"Apple, Inc.",MA-L
44F971,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
386B1C,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
349677,zte corporation,MA-L
2475FC,zte corporation,MA-L
508965,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
C03FBB,"Zhongshan Zhiniu Electronics Co.,Ltd.",MA-L
5C579E,"Chiun Mai Communication System, Inc",MA-L
441A84,"Quectel Wireless Solutions Co.,Ltd.",MA-L
705464,Silicon Laboratories,MA-L
8C6FB9,Silicon Laboratories,MA-L
142D41,Silicon Laboratories,MA-L
048727,Silicon Laboratories,MA-L
4C5BB3,Silicon Laboratories,MA-L
287681,Silicon Laboratories,MA-L
30FB10,Silicon Laboratories,MA-L
94B216,Silicon Laboratories,MA-L
8C65A3,Silicon Laboratories,MA-L
B43A31,Silicon Laboratories,MA-L
28F8C6,IEEE Registration Authority,MA-L
C88AD8,CHINA DRAGON TECHNOLOGY LIMITED,MA-L
D058AB,Mara Tech LLC,MA-L
9440F3,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
406F27,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
18CAA7,zte corporation,MA-L
D487CC,Sivantos GmbH,MA-L
003358,Ruckus Wireless,MA-L
644EEB,Daikin Holdings Singapore Pte Ltd,MA-L
E04C12,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",MA-L
24E8CE,"Qingdao Haier Technology Co.,Ltd",MA-L
9C3818,"Cisco Systems, Inc",MA-L
B44C90,"Cisco Systems, Inc",MA-L
DCEAE7,D-Link Corporation,MA-L
8CA682,IEEE Registration Authority,MA-L
4CA919,Tuya Smart Inc.,MA-L
A8EA71,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
BC629C,zte corporation,MA-L
D41761,Xiaomi Communications Co Ltd,MA-L
D825DF,CAME UK,MA-L
684983,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
2CECF7,"Shenzhen SDMC Technology CO.,Ltd.",MA-L
90F721,IndiNatus (IndiNatus India Private Limited),MA-L
E8DA3E,"Huawei Device Co., Ltd.",MA-L
ECB878,"Huawei Device Co., Ltd.",MA-L
38F45E,"H1-Radio co.,ltd",MA-L
78F505,"Murata Manufacturing Co., Ltd.",MA-L
588D39,MITSUBISHI ELECTRIC AUTOMATION (CHINA) LTD.,MA-L
B8E28C,MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.,MA-L
E0DAD7,zte corporation,MA-L
94BB43,AzureWave Technology Inc.,MA-L
30A3B5,"Jiangsu Best Tone Information Service Co., Ltd",MA-L
B8F774,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
2CCF67,Raspberry Pi (Trading) Ltd,MA-L
444963,"Woven By Toyota U.S., Inc.",MA-L
6074B1,Home Control Singapore Pte Ltd,MA-L
34C8D6,IEEE Registration Authority,MA-L
281DFB,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
0C238D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
DC6180,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
A86F36,"vivo Mobile Communication Co., Ltd.",MA-L
C0A476,"Ruijie Networks Co.,LTD",MA-L
20019C,Bigleaf Networks Inc.,MA-L
48A3BD,Texas Instruments,MA-L
042322,Texas Instruments,MA-L
28DE59,Domus NTW CORP.,MA-L
B8D0F0,FCNT LLC,MA-L
702AD7,"New H3C Intelligence Terminal Co., Ltd.",MA-L
ECC342,zte corporation,MA-L
94BE50,Remote Solution,MA-L
AC0775,"Apple, Inc.",MA-L
842F57,"Apple, Inc.",MA-L
1881ED,TERACOM TELEMATICA S.A,MA-L
00109C,"MG Co., Ltd.",MA-L
D44D9F,"Shenzhen Skyworth Digital  Technology  CO., Ltd",MA-L
9CD4A6,SERVERCOM (INDIA) PRIVATE LIMITED,MA-L
A86308,AVUTEC,MA-L
684216,Steplock Access AB,MA-L
6CF2D8,CANON INC.,MA-L
F0FC65,SynaXG Technologies Pte. Ltd.,MA-L
A427A5,Palo Alto Networks,MA-L
